store_id;date;product_id;sales_with_taxes;sales_without_taxes;quantity
2586;2021-12-01;8445438607803;-176412;-176412;-1
2586;2021-12-01;8445438609463;142773;142773;1
2586;2021-12-01;8445438609685;142773;142773;1
2586;2021-12-01;8445438610599;167983;167983;1
2586;2021-12-01;8445438638401;167983;167983;1
2586;2021-12-01;8445438639187;100756;100756;1
2586;2021-12-01;8445438672795;218403;218403;1
2586;2021-12-01;8445438697774;33529;33529;1
2586;2021-12-01;8445438697781;33529;33529;1
2586;2021-12-01;8445438704144;142773;142773;1
2586;2021-12-01;8445438704359;167983;167983;1
2586;2021-12-01;8445438725644;218403;218403;1
2586;2021-12-01;8445438748681;142773;142773;1
2586;2021-12-01;8445438755795;83950;83950;1
2586;2021-12-01;8445438756112;218403;218403;1
2586;2021-12-01;8445438765954;167983;167983;1
2586;2021-12-01;8445438855204;167983;167983;1
2586;2021-12-01;8445661147947;100756;100756;1
2586;2021-12-01;8445661198895;218403;218403;1
2586;2021-12-01;8445661208242;167983;167983;1
2672;2021-12-01;8445156952889;-109160;-109160;-1
2672;2021-12-01;8445306044181;167983;167983;1
2672;2021-12-01;8445306205117;100756;100756;1
2672;2021-12-01;8445306205124;100756;100756;1
2672;2021-12-01;8445306386151;100756;100756;1
2672;2021-12-01;8445306394170;193193;193193;1
2672;2021-12-01;8445306394194;193193;193193;1
2672;2021-12-01;8445306394224;193193;193193;1
2672;2021-12-01;8445306534897;75546;75546;1
2672;2021-12-01;8445306784285;167983;167983;1
2672;2021-12-01;8445306784490;167983;167983;1
2672;2021-12-01;8445306801487;50336;50336;1
2672;2021-12-01;8445306805492;75546;75546;1
2672;2021-12-01;8445306826299;83950;83950;1
2672;2021-12-01;8445306839664;55378;55378;1
2672;2021-12-01;8445306839688;55378;55378;1
2672;2021-12-01;8445306845931;75546;75546;1
2672;2021-12-01;8445306904812;142773;142773;1
2672;2021-12-01;8445306905574;38739;38739;1
2672;2021-12-01;8445306914484;41933;41933;1
2672;2021-12-01;8445306914613;252017;252017;1
2672;2021-12-01;8445306935496;100756;100756;1
2672;2021-12-01;8445306944542;386471;386471;1
2672;2021-12-01;8445306949899;142773;142773;1
2672;2021-12-01;8445306979667;167983;167983;1
2672;2021-12-01;8445438001274;142773;142773;1
2672;2021-12-01;8445438003193;142773;142773;1
2672;2021-12-01;8445438019309;-336050;-336050;-1
2672;2021-12-01;8445438061803;100756;100756;1
2672;2021-12-01;8445438063623;167983;167983;1
2672;2021-12-01;8445438093712;142773;142773;1
2672;2021-12-01;8445438095723;142773;142773;1
2672;2021-12-01;8445438111935;218403;218403;1
2672;2021-12-01;8445438126007;142773;142773;1
2672;2021-12-01;8445438126014;142773;142773;1
2672;2021-12-01;8445438131629;100756;100756;1
2672;2021-12-01;8445438133494;100756;100756;1
2672;2021-12-01;8445438142168;75546;75546;1
2672;2021-12-01;8445438157438;83950;83950;1
2672;2021-12-01;8445438157445;83950;83950;1
2672;2021-12-01;8445438158039;99941;99941;1
2672;2021-12-01;8445438158053;-99941;-99941;-1
2672;2021-12-01;8445438171625;100756;100756;1
2672;2021-12-01;8445438186377;41933;41933;1
2672;2021-12-01;8445438219266;-420084;-420084;-1
2672;2021-12-01;8445438219419;167983;167983;1
2672;2021-12-01;8445438220453;109160;109160;1
2672;2021-12-01;8445438220668;142773;142773;1
2672;2021-12-01;8445438235389;55378;55378;1
2672;2021-12-01;8445438247634;142773;142773;1
2672;2021-12-01;8445438247771;142773;142773;1
2672;2021-12-01;8445438260794;218403;218403;1
2672;2021-12-01;8445438266550;139760;139760;2
2672;2021-12-01;8445438281096;100756;100756;1
2672;2021-12-01;8445438285100;167983;167983;1
2672;2021-12-01;8445438285186;167983;167983;1
2672;2021-12-01;8445438287036;167983;167983;1
2672;2021-12-01;8445438287043;167983;167983;1
2672;2021-12-01;8445438288996;-142773;-142773;-1
2672;2021-12-01;8445438289009;142773;142773;1
2672;2021-12-01;8445438294614;142773;142773;1
2672;2021-12-01;8445438294874;142773;142773;1
2672;2021-12-01;8445438294898;285546;285546;2
2672;2021-12-01;8445438295086;285546;285546;2
2672;2021-12-01;8445438298988;83950;83950;1
2672;2021-12-01;8445438309202;167983;167983;1
2672;2021-12-01;8445438319379;75546;75546;1
2672;2021-12-01;8445438328296;167983;167983;1
2672;2021-12-01;8445438328302;167983;167983;1
2672;2021-12-01;8445438328319;167983;167983;1
2672;2021-12-01;8445438333283;100756;100756;1
2672;2021-12-01;8445438336727;142773;142773;1
2672;2021-12-01;8445438336758;-142773;-142773;-1
2672;2021-12-01;8445438336765;142773;142773;1
2672;2021-12-01;8445438336789;121357;121357;1
2672;2021-12-01;8445438336802;121357;121357;1
2672;2021-12-01;8445438350495;142773;142773;1
2672;2021-12-01;8445438352246;-218403;-218403;-1
2672;2021-12-01;8445438358330;167983;167983;1
2672;2021-12-01;8445438358361;167983;167983;1
2672;2021-12-01;8445438364546;75546;75546;1
2672;2021-12-01;8445438364645;55378;55378;1
2672;2021-12-01;8445438365062;-152882;-152882;-1
2672;2021-12-01;8445438373425;75546;75546;1
2672;2021-12-01;8445438373494;83950;83950;1
2672;2021-12-01;8445438373630;151092;151092;2
2672;2021-12-01;8445438373647;83950;83950;1
2672;2021-12-01;8445438373692;75546;75546;1
2672;2021-12-01;8445438401494;167900;167900;2
2672;2021-12-01;8445438402200;55378;55378;1
2672;2021-12-01;8445438403221;100756;100756;1
2672;2021-12-01;8445438403757;100756;100756;1
2672;2021-12-01;8445438405072;142773;142773;1
2672;2021-12-01;8445438405102;100756;100756;1
2672;2021-12-01;8445438414661;100756;100756;1
2672;2021-12-01;8445438425186;571357;571357;1
2672;2021-12-01;8445438427265;252017;252017;1
2672;2021-12-01;8445438447997;117588;117588;1
2672;2021-12-01;8445438448000;-117588;-117588;-1
2672;2021-12-01;8445438448062;420084;420084;1
2672;2021-12-01;8445438448550;282395;282395;1
2672;2021-12-01;8445438448574;-282395;-282395;-1
2672;2021-12-01;8445438455091;252017;252017;1
2672;2021-12-01;8445438455510;420084;420084;1
2672;2021-12-01;8445438456777;167983;167983;1
2672;2021-12-01;8445438471831;218403;218403;1
2672;2021-12-01;8445438472234;218403;218403;1
2672;2021-12-01;8445438472579;218403;218403;1
2672;2021-12-01;8445438473323;167983;167983;1
2672;2021-12-01;8445438473576;167983;167983;1
2672;2021-12-01;8445438477277;218403;218403;1
2672;2021-12-01;8445438477314;218403;218403;1
2672;2021-12-01;8445438478151;117588;117588;1
2672;2021-12-01;8445438478168;167983;167983;1
2672;2021-12-01;8445438478175;-117588;-117588;-1
2672;2021-12-01;8445438479479;114218;114218;1
2672;2021-12-01;8445438481533;-114218;-114218;-1
2672;2021-12-01;8445438481557;142773;142773;1
2672;2021-12-01;8445438484503;218403;218403;1
2672;2021-12-01;8445438484855;336050;336050;1
2672;2021-12-01;8445438485128;218403;218403;1
2672;2021-12-01;8445438489690;0;0;0
2672;2021-12-01;8445438496223;55378;55378;1
2672;2021-12-01;8445438496711;41933;41933;1
2672;2021-12-01;8445438497503;201512;201512;2
2672;2021-12-01;8445438498142;218403;218403;1
2672;2021-12-01;8445438503259;167983;167983;1
2672;2021-12-01;8445438503389;142773;142773;1
2672;2021-12-01;8445438530903;218403;218403;1
2672;2021-12-01;8445438532655;-70529;-70529;-1
2672;2021-12-01;8445438532662;171285;171285;2
2672;2021-12-01;8445438539265;218403;218403;1
2672;2021-12-01;8445438541138;83950;83950;1
2672;2021-12-01;8445438550543;-152882;-152882;-1
2672;2021-12-01;8445438564496;336050;336050;1
2672;2021-12-01;8445438564991;252017;252017;1
2672;2021-12-01;8445438570374;100756;100756;1
2672;2021-12-01;8445438571838;100756;100756;1
2672;2021-12-01;8445438571937;167983;167983;1
2672;2021-12-01;8445438571968;167983;167983;1
2672;2021-12-01;8445438574778;218403;218403;1
2672;2021-12-01;8445438581172;142773;142773;1
2672;2021-12-01;8445438581295;142773;142773;1
2672;2021-12-01;8445438581783;142773;142773;1
2672;2021-12-01;8445438594967;142773;142773;1
2672;2021-12-01;8445438621052;-117588;-117588;-1
2672;2021-12-01;8445438621762;142773;142773;1
2672;2021-12-01;8445438622318;142773;142773;1
2672;2021-12-01;8445438625760;142773;142773;1
2672;2021-12-01;8445438626217;218403;218403;1
2672;2021-12-01;8445438632669;218403;218403;1
2672;2021-12-01;8445438639187;100756;100756;1
2672;2021-12-01;8445438649599;100756;100756;1
2672;2021-12-01;8445438649698;167983;167983;1
2672;2021-12-01;8445438657945;167983;167983;1
2672;2021-12-01;8445438666824;142773;142773;1
2672;2021-12-01;8445438672641;167983;167983;1
2672;2021-12-01;8445438672795;218403;218403;1
2672;2021-12-01;8445438673242;218403;218403;1
2672;2021-12-01;8445438680493;167983;167983;1
2672;2021-12-01;8445438683005;420084;420084;1
2672;2021-12-01;8445438683210;218403;218403;1
2672;2021-12-01;8445438683227;218403;218403;1
2672;2021-12-01;8445438684118;167983;167983;1
2672;2021-12-01;8445438685269;554538;554538;1
2672;2021-12-01;8445438696838;167983;167983;1
2672;2021-12-01;8445438697606;218403;218403;1
2672;2021-12-01;8445438703758;167983;167983;1
2672;2021-12-01;8445438725613;218403;218403;1
2672;2021-12-01;8445438732420;218403;218403;1
2672;2021-12-01;8445438748469;218403;218403;1
2672;2021-12-01;8445438765961;117588;117588;1
2672;2021-12-01;8445438765985;-117588;-117588;-1
2672;2021-12-01;8445438833950;167983;167983;1
2672;2021-12-01;8445438896405;117588;117588;1
2672;2021-12-01;8445438896412;-117588;-117588;-1
2672;2021-12-01;8445438900027;218403;218403;1
2586;2021-12-02;8445156945843;672185;672185;1
2586;2021-12-02;8445306064202;252017;252017;1
2586;2021-12-02;8445306064219;252017;252017;1
2586;2021-12-02;8445306226013;251933;251933;2
2586;2021-12-02;8445306494849;75546;75546;1
2586;2021-12-02;8445306519504;167983;167983;1
2586;2021-12-02;8445306636706;420084;420084;1
2586;2021-12-02;8445306748713;-125966;-125966;-1
2586;2021-12-02;8445306757760;100756;100756;1
2586;2021-12-02;8445306768230;167983;167983;1
2586;2021-12-02;8445306768247;167983;167983;1
2586;2021-12-02;8445306802422;252017;252017;1
2586;2021-12-02;8445306830753;420084;420084;1
2586;2021-12-02;8445306886804;67143;67143;1
2586;2021-12-02;8445306955920;41933;41933;1
2586;2021-12-02;8445306956569;218403;218403;1
2586;2021-12-02;8445306974471;100756;100756;1
2586;2021-12-02;8445438003209;142773;142773;1
2586;2021-12-02;8445438003216;142773;142773;1
2586;2021-12-02;8445438006163;722605;722605;1
2586;2021-12-02;8445438019040;167983;167983;1
2586;2021-12-02;8445438020015;252017;252017;1
2586;2021-12-02;8445438020183;218403;218403;1
2586;2021-12-02;8445438060035;167983;167983;1
2586;2021-12-02;8445438087520;252017;252017;1
2586;2021-12-02;8445438092555;142773;142773;1
2586;2021-12-02;8445438092814;167983;167983;1
2586;2021-12-02;8445438112512;167983;167983;1
2586;2021-12-02;8445438125987;142773;142773;1
2586;2021-12-02;8445438127202;100756;100756;1
2586;2021-12-02;8445438131391;109160;109160;1
2586;2021-12-02;8445438131599;100756;100756;1
2586;2021-12-02;8445438142144;52882;52882;1
2586;2021-12-02;8445438142199;52882;52882;1
2586;2021-12-02;8445438153133;142773;142773;1
2586;2021-12-02;8445438157834;100756;100756;1
2586;2021-12-02;8445438190473;-99941;-99941;-1
2586;2021-12-02;8445438190572;218403;218403;1
2586;2021-12-02;8445438192286;-142773;-142773;-1
2586;2021-12-02;8445438194679;100756;100756;1
2586;2021-12-02;8445438210720;-41933;-41933;-1
2586;2021-12-02;8445438211666;336050;336050;1
2586;2021-12-02;8445438220668;142773;142773;1
2586;2021-12-02;8445438224192;142773;142773;1
2586;2021-12-02;8445438230797;41933;41933;1
2586;2021-12-02;8445438241090;100756;100756;1
2586;2021-12-02;8445438247412;142773;142773;1
2586;2021-12-02;8445438261487;167983;167983;1
2586;2021-12-02;8445438261593;167983;167983;1
2586;2021-12-02;8445438266406;75546;75546;1
2586;2021-12-02;8445438284257;142773;142773;1
2586;2021-12-02;8445438284301;100756;100756;1
2586;2021-12-02;8445438288736;167983;167983;1
2586;2021-12-02;8445438294485;142773;142773;1
2586;2021-12-02;8445438295116;142773;142773;1
2586;2021-12-02;8445438300582;167983;167983;1
2586;2021-12-02;8445438319829;252017;252017;1
2586;2021-12-02;8445438332385;100756;100756;1
2586;2021-12-02;8445438336741;142773;142773;1
2586;2021-12-02;8445438337090;142773;142773;1
2586;2021-12-02;8445438350211;167983;167983;1
2586;2021-12-02;8445438373401;83950;83950;1
2586;2021-12-02;8445438373555;41933;41933;1
2586;2021-12-02;8445438377003;-41933;-41933;-1
2586;2021-12-02;8445438389891;50395;50395;0
2586;2021-12-02;8445438401487;83950;83950;1
2586;2021-12-02;8445438401494;83950;83950;1
2586;2021-12-02;8445438401524;60454;60454;1
2586;2021-12-02;8445438403283;100756;100756;1
2586;2021-12-02;8445438405072;142773;142773;1
2586;2021-12-02;8445438410410;167983;167983;1
2586;2021-12-02;8445438413800;218403;218403;1
2586;2021-12-02;8445438427449;176412;176412;1
2586;2021-12-02;8445438427470;176412;176412;1
2586;2021-12-02;8445438448420;-100756;-100756;-1
2586;2021-12-02;8445438448574;420084;420084;1
2586;2021-12-02;8445438448581;-420084;-420084;-1
2586;2021-12-02;8445438456296;218403;218403;1
2586;2021-12-02;8445438456760;335966;335966;2
2586;2021-12-02;8445438464789;100756;100756;1
2586;2021-12-02;8445438466783;100756;100756;1
2586;2021-12-02;8445438466790;100756;100756;1
2586;2021-12-02;8445438466813;100756;100756;1
2586;2021-12-02;8445438472579;436806;436806;2
2586;2021-12-02;8445438473316;167983;167983;1
2586;2021-12-02;8445438473552;167983;167983;1
2586;2021-12-02;8445438477642;-152882;-152882;-1
2586;2021-12-02;8445438478663;218403;218403;1
2586;2021-12-02;8445438478717;-117588;-117588;-1
2586;2021-12-02;8445438479103;218403;218403;1
2586;2021-12-02;8445438481533;142773;142773;1
2586;2021-12-02;8445438485449;218403;218403;1
2586;2021-12-02;8445438492249;142773;142773;1
2586;2021-12-02;8445438496728;83950;83950;1
2586;2021-12-02;8445438497541;100756;100756;1
2586;2021-12-02;8445438497558;100756;100756;1
2586;2021-12-02;8445438497602;100756;100756;1
2586;2021-12-02;8445438499422;83950;83950;1
2586;2021-12-02;8445438530415;218403;218403;1
2586;2021-12-02;8445438539128;335966;335966;2
2586;2021-12-02;8445438539333;167983;167983;1
2586;2021-12-02;8445438539364;167983;167983;1
2586;2021-12-02;8445438564502;336050;336050;1
2586;2021-12-02;8445438569644;218403;218403;1
2586;2021-12-02;8445438581233;142773;142773;1
2586;2021-12-02;8445438583978;167983;167983;1
2586;2021-12-02;8445438606714;252017;252017;1
2586;2021-12-02;8445438608633;167983;167983;1
2586;2021-12-02;8445438609685;142773;142773;1
2586;2021-12-02;8445438610599;167983;167983;1
2586;2021-12-02;8445438622998;336050;336050;1
2586;2021-12-02;8445438623025;336050;336050;1
2586;2021-12-02;8445438625593;252017;252017;1
2586;2021-12-02;8445438639163;100756;100756;1
2586;2021-12-02;8445438639170;171285;171285;2
2586;2021-12-02;8445438639194;100756;100756;1
2586;2021-12-02;8445438660228;336050;336050;1
2586;2021-12-02;8445438666824;142773;142773;1
2586;2021-12-02;8445438684125;167983;167983;1
2586;2021-12-02;8445438684583;142773;142773;1
2586;2021-12-02;8445438697439;142773;142773;1
2586;2021-12-02;8445438697842;33529;33529;1
2586;2021-12-02;8445438703994;142773;142773;1
2586;2021-12-02;8445438704045;142773;142773;1
2586;2021-12-02;8445438704236;142773;142773;1
2586;2021-12-02;8445438725637;218403;218403;1
2586;2021-12-02;8445438748698;285546;285546;2
2586;2021-12-02;8445438783163;218403;218403;1
2586;2021-12-02;8445438783286;142773;142773;1
2586;2021-12-02;8445438797931;218403;218403;1
2586;2021-12-02;8445438805056;142773;142773;1
2586;2021-12-02;8445438833691;-117588;-117588;-1
2586;2021-12-02;8445438896450;167983;167983;1
2586;2021-12-02;8445438918589;167983;167983;1
2586;2021-12-02;8445661147947;100756;100756;1
2672;2021-12-02;8445306386410;100756;100756;1
2672;2021-12-02;8445306712288;-167983;-167983;-1
2672;2021-12-02;8445306784308;167983;167983;1
2672;2021-12-02;8445306784544;167983;167983;1
2672;2021-12-02;8445306803986;50336;50336;1
2672;2021-12-02;8445306831927;167983;167983;1
2672;2021-12-02;8445306836199;33529;33529;1
2672;2021-12-02;8445306870124;-80605;-80605;-1
2672;2021-12-02;8445306870148;67735;67735;1
2672;2021-12-02;8445306899002;33529;33529;1
2672;2021-12-02;8445306943354;554538;554538;1
2672;2021-12-02;8445306944542;-386471;-386471;-1
2672;2021-12-02;8445306975096;-33529;-33529;-1
2672;2021-12-02;8445438001274;142773;142773;1
2672;2021-12-02;8445438003162;167983;167983;1
2672;2021-12-02;8445438008105;142773;142773;1
2672;2021-12-02;8445438018982;167983;167983;1
2672;2021-12-02;8445438034326;142773;142773;1
2672;2021-12-02;8445438037754;167983;167983;1
2672;2021-12-02;8445438058131;-167983;-167983;-1
2672;2021-12-02;8445438058148;167983;167983;1
2672;2021-12-02;8445438073226;-294059;-294059;-1
2672;2021-12-02;8445438073257;294059;294059;1
2672;2021-12-02;8445438074292;310769;310769;2
2672;2021-12-02;8445438092562;-142773;-142773;-1
2672;2021-12-02;8445438092579;142773;142773;1
2672;2021-12-02;8445438104784;33529;33529;1
2672;2021-12-02;8445438133494;100756;100756;1
2672;2021-12-02;8445438137430;75546;75546;1
2672;2021-12-02;8445438142144;75546;75546;1
2672;2021-12-02;8445438151641;218403;218403;1
2672;2021-12-02;8445438151764;-142773;-142773;-1
2672;2021-12-02;8445438155830;167983;167983;1
2672;2021-12-02;8445438158039;142773;142773;1
2672;2021-12-02;8445438158053;142773;142773;1
2672;2021-12-02;8445438158312;100756;100756;1
2672;2021-12-02;8445438159630;100756;100756;1
2672;2021-12-02;8445438162586;83950;83950;1
2672;2021-12-02;8445438172806;41933;41933;1
2672;2021-12-02;8445438185479;167983;167983;1
2672;2021-12-02;8445438187251;142773;142773;1
2672;2021-12-02;8445438190350;167983;167983;1
2672;2021-12-02;8445438211246;-54538;-54538;-1
2672;2021-12-02;8445438219419;167983;167983;1
2672;2021-12-02;8445438219761;0;0;0
2672;2021-12-02;8445438222549;99941;99941;1
2672;2021-12-02;8445438222556;-99941;-99941;-1
2672;2021-12-02;8445438247399;142773;142773;1
2672;2021-12-02;8445438247658;142773;142773;1
2672;2021-12-02;8445438251358;252017;252017;1
2672;2021-12-02;8445438284240;-142773;-142773;-1
2672;2021-12-02;8445438284301;100756;100756;1
2672;2021-12-02;8445438288972;142773;142773;1
2672;2021-12-02;8445438289016;142773;142773;1
2672;2021-12-02;8445438294393;167983;167983;1
2672;2021-12-02;8445438295079;142773;142773;1
2672;2021-12-02;8445438328654;100756;100756;1
2672;2021-12-02;8445438332385;201512;201512;2
2672;2021-12-02;8445438333030;-167983;-167983;-1
2672;2021-12-02;8445438333191;100756;100756;1
2672;2021-12-02;8445438333757;167983;167983;1
2672;2021-12-02;8445438358262;167983;167983;1
2672;2021-12-02;8445438369985;167983;167983;1
2672;2021-12-02;8445438387361;420084;420084;1
2672;2021-12-02;8445438401470;83950;83950;1
2672;2021-12-02;8445438403283;100756;100756;1
2672;2021-12-02;8445438404150;100756;100756;1
2672;2021-12-02;8445438405072;142773;142773;1
2672;2021-12-02;8445438425216;672185;672185;1
2672;2021-12-02;8445438427234;252017;252017;1
2672;2021-12-02;8445438448437;70529;70529;1
2672;2021-12-02;8445438448451;-70529;-70529;-1
2672;2021-12-02;8445438448475;100756;100756;1
2672;2021-12-02;8445438455305;100756;100756;1
2672;2021-12-02;8445438471220;218403;218403;1
2672;2021-12-02;8445438471824;-218403;-218403;-1
2672;2021-12-02;8445438472562;218403;218403;1
2672;2021-12-02;8445438473132;-152882;-152882;-1
2672;2021-12-02;8445438477192;-218403;-218403;-1
2672;2021-12-02;8445438478144;167983;167983;1
2672;2021-12-02;8445438478168;-167983;-167983;-1
2672;2021-12-02;8445438478267;142773;142773;1
2672;2021-12-02;8445438479332;214214;214214;1
2672;2021-12-02;8445438481175;-117588;-117588;-1
2672;2021-12-02;8445438496711;41933;41933;1
2672;2021-12-02;8445438498777;386471;386471;1
2672;2021-12-02;8445438503402;142773;142773;1
2672;2021-12-02;8445438503556;99941;99941;1
2672;2021-12-02;8445438503563;-99941;-99941;-1
2672;2021-12-02;8445438515245;100756;100756;1
2672;2021-12-02;8445438530248;-58765;-58765;-1
2672;2021-12-02;8445438538398;386471;386471;1
2672;2021-12-02;8445438538626;167983;167983;1
2672;2021-12-02;8445438538657;167983;167983;1
2672;2021-12-02;8445438539357;167983;167983;1
2672;2021-12-02;8445438543613;112929;112929;1
2672;2021-12-02;8445438543620;-134386;-134386;-1
2672;2021-12-02;8445438550963;218403;218403;1
2672;2021-12-02;8445438550970;218403;218403;1
2672;2021-12-02;8445438565004;252017;252017;1
2672;2021-12-02;8445438569477;-218403;-218403;-1
2672;2021-12-02;8445438569484;218403;218403;1
2672;2021-12-02;8445438581165;428319;428319;3
2672;2021-12-02;8445438581196;142773;142773;1
2672;2021-12-02;8445438581233;142773;142773;1
2672;2021-12-02;8445438587372;357071;357071;1
2672;2021-12-02;8445438606714;252017;252017;1
2672;2021-12-02;8445438608633;167983;167983;1
2672;2021-12-02;8445438609678;142773;142773;1
2672;2021-12-02;8445438610599;167983;167983;1
2672;2021-12-02;8445438621762;142773;142773;1
2672;2021-12-02;8445438622196;142773;142773;1
2672;2021-12-02;8445438622981;336050;336050;1
2672;2021-12-02;8445438623001;621693;621693;2
2672;2021-12-02;8445438639187;100756;100756;1
2672;2021-12-02;8445438639194;100756;100756;1
2672;2021-12-02;8445438649896;142773;142773;1
2672;2021-12-02;8445438659901;386471;386471;1
2672;2021-12-02;8445438660563;142773;142773;1
2672;2021-12-02;8445438660570;142773;142773;1
2672;2021-12-02;8445438673044;142773;142773;1
2672;2021-12-02;8445438673051;285546;285546;2
2672;2021-12-02;8445438683234;218403;218403;1
2672;2021-12-02;8445438683470;142773;142773;1
2672;2021-12-02;8445438696722;142773;142773;1
2672;2021-12-02;8445438697279;252017;252017;1
2672;2021-12-02;8445438697453;142773;142773;1
2672;2021-12-02;8445438703536;167983;167983;1
2672;2021-12-02;8445438713405;167983;167983;1
2672;2021-12-02;8445438748223;167983;167983;1
2672;2021-12-02;8445438748698;142773;142773;1
2672;2021-12-02;8445438750486;83950;83950;1
2672;2021-12-02;8445438797924;218403;218403;1
2672;2021-12-02;8445438805032;142773;142773;1
2672;2021-12-02;8445438834186;357071;357071;1
2672;2021-12-02;8445438855174;167983;167983;1
2672;2021-12-02;8445438855198;167983;167983;1
2672;2021-12-02;8445438855266;167983;167983;1
2672;2021-12-02;8445661146551;121357;121357;1
2672;2021-12-02;8445661176367;100756;100756;1
2586;2021-12-03;8445156898897;142773;142773;1
2586;2021-12-03;8445156898934;70529;70529;1
2586;2021-12-03;8445156899108;70529;70529;1
2586;2021-12-03;8445306004185;38765;38765;1
2586;2021-12-03;8445306012173;99941;99941;1
2586;2021-12-03;8445306012326;99941;99941;1
2586;2021-12-03;8445306012333;99941;99941;1
2586;2021-12-03;8445306039422;167983;167983;1
2586;2021-12-03;8445306110077;99941;99941;1
2586;2021-12-03;8445306111562;83949;83949;1
2586;2021-12-03;8445306205094;100756;100756;1
2586;2021-12-03;8445306205100;100756;100756;1
2586;2021-12-03;8445306205117;100756;100756;1
2586;2021-12-03;8445306224774;88176;88176;1
